variable,importancia
soil_ph_z,0.03988627771285181
gee_temp_media_C_z,0.03706765940376071
eu_as_z,0.033568616153843635
eu_ph_z,0.02511471848954293
p_z,0.021990692963456716
gee_humedad_rel_pct_z,0.02124396352812869
eu_cn_ratio_z,0.020318931277712653
eu_p_z,0.0191192889666608
eu_clay_content_z,0.018159033189601482
dem_elevacion_m_z,0.016139758627575856
