variable,XGBoost gain,Permutacion (R2)
soil_ph_z,0.04236593,0.07571321725845337
p_z,0.030621702,0.04458521008491516
gee_temp_media_C_z,0.04022596,0.04008180499076843
soil_moisture_z,0.030500602,0.036414504051208496
dem_elevacion_m_z,0.035209194,0.033708316087722776
eu_p_z,0.035315186,0.030815744400024415
eu_as_z,0.038039263,0.030252021551132203
k_z,0.026197499,0.030093955993652343
gee_humedad_rel_pct_z,0.03820511,0.02937394380569458
silt_content_z,0.0345963,0.028901064395904542
