variable,importancia_permutacion
cu_z,0.010724681615829467
as_z,0.01952611207962036
ni_z,0.02253059148788452
soil_moisture_z,0.02262500524520874
plot_total_organic_c_z,0.024543184041976928
pb_z,0.024582672119140624
plot_total_n_z,0.02611481547355652
mo_z,0.028913962841033935
eu_sand_content_z,0.029747509956359865
zn_z,0.032193887233734134
