variable,importancia_permutacion
soil_ph_z,0.0892435997724533
eu_p_z,0.06295917332172393
dem_elevacion_m_z,0.06169807612895965
gee_temp_media_C_z,0.05399484038352966
eu_ph_z,0.0443924754858017
silt_content_z,0.0401376873254776
eu_clay_content_z,0.037558114528656004
gee_ndvi_verano_z,0.03752822875976562
dem_orientacion_deg_z,0.03646780550479889
bulk_density_z,0.03543258011341095
