variable,importancia
dem_orientacion_deg_z,0.0020696041013335
aggregate_stability_z,0.0021565452613548754
total_plant_cover_z,0.0033037699644966555
dem_pendiente_deg_z,0.003968667223819028
as_z,0.00470315621059611
ni_z,0.005069187091162863
bulk_density_z,0.00511324098010294
plot_total_organic_c_z,0.006024417410105137
eu_water_holding_capacity_z,0.006281428413236673
k_z,0.007382071876379415
