variable,mean_abs_shap_global
soil_ph_z,0.039061042381263573
eu_as_z,0.03046789640822004
gee_temp_media_C_z,0.030148398635408746
eu_ph_z,0.029868130637044993
gee_humedad_rel_pct_z,0.02879389200201217
eu_cn_ratio_z,0.02714004497171138
eu_clay_content_z,0.025277154812334796
eu_p_z,0.02475658770833326
silt_content_z,0.024354204492962234
dem_elevacion_m_z,0.023969667821621892
