variable,mean_abs_shap
sand_content_z,0.0890297281379678
gee_humedad_rel_pct_z,0.057280632333173355
silt_content_z,0.05576141140575328
gee_temp_media_C_z,0.043931245939189775
soil_ph_z,0.0433940822923267
aggregate_stability_z,0.03087254800696864
eu_ph_z,0.029632443057818918
eu_water_holding_capacity_z,0.02882342849783738
eu_cn_ratio_z,0.01997745239499492
bulk_density_z,0.019789308533798514
