variable,importancia_permutacion
soil_ph_z,0.11622646450996399
eu_p_z,0.06145164370536804
dem_elevacion_m_z,0.05741502642631531
gee_temp_media_C_z,0.05702786445617676
gee_humedad_rel_pct_z,0.04666440486907959
silt_content_z,0.04022654891014099
eu_silt_content_z,0.033951351046562196
eu_cn_ratio_z,0.03361968994140625
bulk_density_z,0.03305463492870331
gee_ndvi_verano_z,0.03265208899974823
