site_id,latitude,longitude,outlier_flag,total_plant_cover_z,clay_content_z,silt_content_z,sand_content_z,aggregate_stability_z,bulk_density_z,soil_moisture_z,as_z,cu_z,k_z,mo_z,ni_z,p_z,pb_z,zn_z,soil_ph_z,plot_total_c_z,plot_total_organic_c_z,plot_total_n_z,nematode_shannon_z,macro_shannon_z,earthworm_shannon_z,orib_shannon_z,meso_shannon_z,coll_shannon_z,bac_shannon_z,fun_shannon_z,euk_shannon_z,oomy_shannon_z,cerc_shannon_z,macro_total_abundance_z,macro_order_richness_z,earthworm_abundance_z,earthworm_richness_z,orib_total_abundance_z,orib_species_richness_z,meso_total_abundance_z,meso_species_richness_z,coll_total_abundance_z,coll_species_richness_z,coll_nymphs_abundance_z,bac_asv_richness_z,bac_total_reads_z,fun_asv_richness_z,fun_total_reads_z,euk_asv_richness_z,euk_total_reads_z,oomy_asv_richness_z,oomy_total_reads_z,cerc_asv_richness_z,cerc_total_reads_z,gee_temp_media_C_z,gee_humedad_rel_pct_z,gee_ndvi_verano_z,dem_elevacion_m_z,dem_pendiente_deg_z,dem_orientacion_deg_z,eu_clay_content_z,eu_sand_content_z,eu_silt_content_z,eu_water_holding_capacity_z,eu_cn_ratio_z,eu_p_z,eu_ph_z,eu_as_z,eu_organic_carbon_octop_z,eu_zn_z
CH_028,47.571,8.734,True,-2.820744667681223,0.7581669628508625,-0.1534541699494951,-0.3431899595143453,-0.4830201611129032,0.0219631526202967,-0.065223062121818,-0.0719865717548747,-0.0177046342394693,0.1420198782152258,-0.1909195302003055,0.0250718911844584,-0.50343097193738,-0.2928643617089738,-0.2195454584605954,0.8024770023672404,-0.3257573489135044,-0.4165723079284799,-0.0814147533358244,0.0808637974549408,0.9670635480678842,0.654166634106461,-0.8646157247300631,-0.6420043641948351,-0.6185677000086734,-0.322866083845088,1.524061720690031,0.5200693075066826,0.2687557548004642,-0.3966163035181859,-0.3332264578820678,0.2750580277217112,0.2906802060522247,1.1146897931092834,-0.4360062373960579,-0.7098622535055418,-0.5468846419569181,-0.7783453774757525,-0.4071103740646977,-0.6982208754395988,-0.2449265049874135,-0.1776955377156809,-0.3000250993372831,0.2939565253401415,1.0959181266584663,0.1189080569020597,0.5383595330031129,-0.8965152472718937,-0.4024659369260793,-0.0065626692218023,-0.1341034457080738,-0.4048136301877978,0.1798139879486523,0.3423185460094363,1.145335919018373,-0.1082450217905449,1.552130105741455,0.3114092986788401,-0.5055108361624726,0.5660548017051271,0.4846736850355333,-0.2116254610577886,-0.1728257453041733,0.1372652016859669,-0.0220413958146941,-0.9753931490689176,0.0014764575181038
BE_003,51.097,4.976,False,0.466314207050283,-1.2862274597072485,-1.3498285184810914,1.5969777515577648,0.9260223445216486,-0.5126907337697434,0.2211858907217372,-0.3587148118749679,-0.4222301989768747,-0.7807204683097108,-0.0604908647162978,-0.6607291624174956,0.7231607059941181,-0.1260330216760002,-0.6469663238627564,-1.1824593702768285,0.3195683083995719,0.2351047045416027,0.6828099620265063,0.8825832074834268,0.2831724219552556,1.038095195704433,-0.8646157247300631,-0.6420043641948351,-0.6185677000086734,0.3820030645187944,-1.0114166221795295,-0.1782238534586036,-1.166785325126371,0.6238681973334111,-0.3332264578820678,-0.3091843338906578,-0.1580798815709753,0.3663176653433644,-0.4360062373960579,-0.7098622535055418,-0.5468846419569181,-0.7783453774757525,-0.4071103740646977,-0.6982208754395988,-0.2449265049874135,-0.1629792664033142,2.318616922084192,0.2939565253401415,-0.4530379431256867,0.2867518912853679,0.2398118981273306,-0.1223715142513119,-0.1700182839440447,-0.1254916387307248,-1.0580399017979951,-0.0744942383892577,0.1329288102126338,0.2136819689174346,-0.9554374640055612,-0.2752641547100258,0.6009849285635578,-1.073249293615596,0.9192430311982832,-0.7083202745046644,-0.8723907003455023,-0.2523162139516721,1.475930000532895,-0.3780442816905371,0.5343726783235834,-0.2685471038573648,-0.2459190604979491
DE_003,51.032,10.514,True,0.466314207050283,0.968171634952491,-0.3450453548319395,-0.3442931916694655,0.3363119625338547,0.0957085162603035,-0.2127670681321343,-0.3065824045804055,0.5057990377736437,1.3680683941997478,-0.0865765978130994,0.5293373717741305,0.978867114422834,-0.2812788519844618,0.3936132699173739,0.736312456612438,0.7324018425011817,0.6520013846937177,1.1532790210292525,-0.1505913720255429,0.3903926329671345,-1.6482427398708548,0.7879602840003624,0.5997205374243119,2.4466513085856376,-1.1002455867953855,1.2033233657461626,0.3821730007960316,0.9557915214629348,0.5247746210210312,-0.250061528211904,-0.0170631530844733,-0.3025958419920059,-1.1304265901884734,-0.0134915137609346,0.2322185046351462,0.0162267295528516,0.398798868317965,2.1911112863221147,2.458524209294362,0.2359383763640222,-1.2519833435184553,-0.5725392809923888,0.2939565253401415,1.042239903965289,0.2387965100329941,-0.4128624328472942,1.1643809068504658,0.0698603142361148,0.5181239609646203,-0.6778017553298665,-0.5215778141123595,0.1010535448286998,-0.9262632953871656,0.4406455288537221,0.0135325414745929,-1.3957067807013157,2.195578731953904,-1.39191825181096,0.7204461726918276,2.048327026800902,-0.6282391479924553,-0.4640028502281133,0.147705392882258,-0.4511575209175834,-0.3820578432582238,-0.1742459772742926
SI_019,45.651,15.306,True,0.466314207050283,-0.182026849749014,-0.2239346330730769,0.2467428508438223,0.9260223445216486,0.2524174139953161,-0.2098740484064417,0.4558540521025697,0.2678428232222287,-0.7550887920173514,0.0308092011225073,0.8520672793515207,-0.7631327929977948,0.1311652942081673,0.6621499392799882,-0.107285501761291,-0.1576546656528427,-0.2468151424197705,-0.0155971941847441,0.5778858099755333,-0.2248269092641721,0.2470573851036731,0.8456284846175435,-0.6420043641948351,0.7464352882089605,0.5442347602414371,1.1437684342312855,0.1195737940426667,-0.5750562542935197,-2.7338590550449298,8.329787049426654,-0.0170631530844733,-0.1808981911111381,-0.0078683985395949,-0.0487010740638615,0.2322185046351462,1.1424494725723913,-0.1897732545788937,0.3236394679190933,0.3540274861383882,-0.2449265049874135,0.2932251442800557,-0.6386799908635883,-0.9964372474350444,1.1230657335377745,-0.9361103306501632,-0.8749582888630651,0.1182407270929229,-0.0082927300889918,-0.9579944252931824,2.0435589131464944,-0.2567487289054926,0.3766784761613542,-0.999555745889914,-0.2209193977796888,-0.3093315023081885,-0.9209823269104488,1.3428247319871762,-1.0987769463165369,0.812751701574336,1.1293947678632643,-0.8471574502256425,-0.737817186626753,1.123761244332889,1.4087737102197797,-0.7484411477629246,1.441094898726481
IL_037,32.245,34.852,True,-3.014101072077194,-0.2383655480055163,2.204359374742388,-1.250928571344643,0.3363119625338547,-0.8721993815147709,0.0938930227912682,-0.1697348354321792,0.003447029276212,0.8212592999627486,-0.1517909305551032,0.2872899410910879,0.2876607291389607,-0.4921351289705811,0.1250766005547596,1.3566050730637098,-0.4963803783790138,-0.3395000422374046,-0.3664195122456101,-2.6353951120212926,-1.342740262241462,0.2470573851036731,-0.8646157247300631,-0.6420043641948351,-0.6185677000086734,0.2176878733482403,-0.0170941953476345,0.0215934901280685,0.1606293667816362,0.0853317765029191,-0.4579738523873133,-1.185547876309211,-0.1808981911111381,-0.0078683985395949,-0.4360062373960579,-0.7098622535055418,-0.5468846419569181,-0.7783453774757525,-0.4071103740646977,-0.6982208754395988,-0.2449265049874135,0.0467275997979122,-0.4285717977572645,0.2939565253401415,0.0134073023460597,-0.1208688493598091,-0.1931277290501136,0.0659337181050458,-0.2134636894041163,0.0563997264005683,-0.0312733747626739,2.504861669278684,-1.9758138868301565,-0.3738804272993244,-0.9938071216013432,-0.806031449629657,0.4798039960634302,0.1612166852021762,-0.1035515622232793,0.0431897482572764,0.1254851567567933,-0.2116254610577886,-0.1728257453041733,0.1372652016859669,-0.0220413958146941,-0.1548151723018571,0.0014764575181038
NL_022,52.1905,5.738,True,0.2729578026543121,-1.2052969018406412,-1.434256761600038,1.6032290100119024,0.179751684130015,0.9990892208503734,-0.2416972653890591,-0.7627409684078266,-0.7368611937726346,-1.1651956126951009,-0.6343769928459315,-0.6607291624174956,-0.8110777445781792,-0.8814082557141861,-1.7099239734231046,0.0912081355031153,-0.1891572434451484,-0.2786277715135434,-0.6231904662644979,0.5202893641326659,0.6736404669515337,-0.0931480532303872,0.725781195246511,1.598817235811112,1.0996838820353827,-0.1670717445184526,0.1909148425837684,1.5434770373162687,0.2662142820571789,1.2942549297804538,-0.250061528211904,0.2750580277217112,-0.1428676752108669,-0.0078683985395949,-0.1895393152755693,0.2322185046351462,4.333413911127753,1.5759431141116824,2.1911112863221147,0.8801516669273817,-0.2449265049874135,-0.4205140143697327,-0.9534808558789688,-0.9964372474350444,-1.4969868258481671,1.293814897585217,-0.399423233617128,-0.6872872113203852,-0.3492193709891705,1.0987771650375948,0.5895524691799175,-0.2655150069444995,0.512609076337179,-0.8163107506716885,-0.8903337128502633,0.4167783598712566,-1.350400980274748,-2.023848837696576,2.6059867494639413,-2.646960924992001,-2.3106297657901176,3.858750545077052,0.1908957735010294,-1.701820205221146,-1.83853478252178,0.0247990527183885,-2.8508588332303586
SI_020,45.653,15.308,True,0.466314207050283,-0.2031172495834482,-0.078459276751832,0.1672983071853467,0.9260223445216486,0.0680540048953013,-0.2185531075835193,0.2994568302188825,0.2678428232222287,-0.6440181947504608,0.3438379982841257,0.8520672793515207,-0.7271740793125067,0.4115346295413589,0.7292841066206418,0.0912081355031153,-0.1741637562830088,-0.2634867170558383,-0.0053911611601992,0.555143586608781,0.2460704119231136,0.2470573851036731,0.6497867039929828,1.7817990787880966,-0.6185677000086734,0.4924891560003939,-0.2578182054223765,-0.5017749407173437,-0.0343992798312936,0.2161789862258274,-0.3470872794937616,-0.0170631530844733,-0.1808981911111381,-0.0078683985395949,-0.3303775564872771,-0.0033016849000257,0.5793381010626214,1.5759431141116824,-0.2447215202905219,-0.1720966946506053,-0.2449265049874135,0.6537737914330416,-0.0869050341967518,0.2939565253401415,-0.00232596982263,-1.0320210931549108,-1.6605060585540226,0.5053125936032138,-0.0844855423187311,-0.0555334213725351,1.5989249539878925,-0.2567487289054926,0.3766784761613542,0.8282064973546951,-0.2152401343810352,-0.23195372830616,-1.686283639682849,1.55538024559203,-1.1051561437601485,0.6896331285133169,1.0256343240307506,-0.7172925373697548,-0.5869718062097745,1.1017244573772125,1.422376193453884,-0.7484411477629246,1.441094898726481
DE_020,51.241,10.376,True,0.466314207050283,-0.1036724867110767,1.456833869574169,-0.8579738243073873,0.3363119625338547,0.7870713003853566,-0.2214461273092117,-0.208834140903101,-0.2133575217595215,0.3598891267002804,0.2786236655421219,-0.1766343010514104,0.1757891754513973,-0.2928643617089738,-0.4657040720429917,0.1987255223546697,-0.5338429180467368,-0.6267058745923169,-0.6075356256547502,-0.6399552956866424,-1.342740262241462,1.0002735468726718,0.0908658264321849,-0.6420043641948351,1.3348424670949677,0.4273993786373766,0.9875316230564046,0.2033613858373042,0.0385919204189846,0.3016580854024063,-0.3748089227171496,-0.8934266955030267,-0.2189287070114093,0.3663176653433644,-0.365587116790204,-0.2388218744351977,-0.5468846419569181,-0.7783453774757525,0.5672227485803569,1.4062758477163753,0.2359383763640222,0.5434017565902909,1.119409952944085,0.2939565253401415,-0.280588940335537,-0.6723557337621074,-0.4306295097956495,-0.8965152472718937,-0.3941637774633467,-0.1884540343530956,-0.1313140231286597,-0.7254901668261957,0.2051602178782374,0.0983276452854888,0.2622335469643099,-0.6525798359571188,0.3794221255291664,0.6477851098618731,-1.1901884262329123,1.38387644345803,0.6071245284419807,-0.7970665340274242,0.8951596107487496,1.3826845660268725,-0.4791965037892154,-0.3818010272920727,-0.0878730419172554
RO_011,44.469,26.298,True,-1.7572844435033828,0.6595806131858228,1.0080486740677006,-1.0179912533112407,-0.5717376522084121,0.0957085162603035,-0.2431437752519053,-0.1632182845203589,0.0298866086708137,-0.2125516438290785,0.0699378007677097,0.0452425104080453,-0.5553713361494629,0.3976320178719446,0.1026985447745418,0.1242904083805165,-0.3501534993253318,-0.441208567522351,-0.3667809980213545,0.9182336348303214,1.3565912235966824,-1.6482427398708548,-0.8646157247300631,-0.6420043641948351,-0.6185677000086734,-2.11932177053212,-0.4422214404185172,1.2549337791822004,0.7606401451993163,0.7210954334931727,-0.116997640739642,1.1514215701402646,-0.3102019451720602,-1.5046126540714329,-0.400796677093131,-0.4743420639703698,-0.5468846419569181,-0.7783453774757525,-0.4071103740646977,-0.6982208754395988,-0.2449265049874135,-1.9289318238873268,1.2441014551602807,0.2939565253401415,-0.9074518628213762,0.2867518912853679,-0.5293354928420679,0.2751617540565544,-0.2864406960394946,1.070793878094319,-0.3820432641239925,0.2052878271055426,-0.876325739588297,0.5001110200362144,-0.6344436497987305,3.5353601379197364,-1.4390609591193937,-0.3106229336052289,0.4770665615109525,-0.5206340872805499,0.2999274943403871,-0.4137193200265159,-1.0292624938595856,0.0133979629141879,-0.4981240257252904,-0.128977066933117,0.4064682847751795
RO_027,45.051,23.136,True,0.466314207050283,1.3995144900517662,0.2332394863758081,-0.9590116062986792,0.0023167019389977,-0.4665998814947394,-0.253269344291829,-0.0980527754021559,0.003447029276212,-0.1442005070494536,-0.1126623309099009,0.085583748855219,-0.7511465551026987,0.006041789183437,0.0803204889943239,-0.1982617521741445,-0.4603411402663884,-0.5524806854768324,-0.5738584574762463,0.3436426399203123,-1.342740262241462,-1.6482427398708548,0.9054935377533953,1.3863042520001925,-0.6185677000086734,0.0445590463673865,-0.4455995692091402,-0.9658443698026794,0.6275590330986738,-0.9572218971584728,-0.4579738523873133,-1.185547876309211,-0.3102019451720602,-1.5046126540714329,2.028662983808828,1.1742992627758344,0.2039305200561082,0.9873709912148236,-0.4071103740646977,-0.6982208754395988,-0.2449265049874135,-0.4867372352753832,-0.987816197068936,0.2939565253401415,-0.0991935670965245,-0.8042330322061353,0.6145909229866545,0.3797757720323086,0.0683869371709693,0.5950780000586291,1.6469827201417977,-0.3312039085263679,-0.1185091367329857,0.6607530936408761,0.0449901787475176,-0.0668657386371563,-0.7636254560276218,1.5583768569873666,-1.1824222516324712,0.8037516991915344,0.6584179092224777,-0.3379640961940904,-0.395398862788078,1.1222926385378695,-0.8260567667709795,-0.7563455404970965,-0.3166671375272236
