random_state,target,r2,Modelo,posicion
2,earthworm_richness_z,0.4895472609270274,XGBoost Individual,4
2,earthworm_richness_z,0.4549069688828113,MLP Perdida Custom,5
2,earthworm_richness_z,0.4542131452656084,MLP Estandar,6
2,earthworm_richness_z,0.4529309762356407,RandomForest Multisalida,7
2,earthworm_richness_z,0.2789313433634833,Regresión Individual,8
2,earthworm_shannon_z,0.5390204984265297,XGBoost Multisalida,1
2,earthworm_shannon_z,0.4793039218014272,RF Individual,2
2,earthworm_shannon_z,0.4653950452248142,Random Forest con RegressorChain,3
2,earthworm_shannon_z,0.4173470171705518,RandomForest Multisalida,4
2,earthworm_shannon_z,0.3898016099461643,XGBoost Individual,5
2,earthworm_shannon_z,0.3733685687764737,MLP Perdida Custom,6
2,earthworm_shannon_z,0.3602766190148168,MLP Estandar,7
2,earthworm_shannon_z,0.2395443154158835,Regresión Individual,8
2,euk_asv_richness_z,0.3011389393601466,Random Forest con RegressorChain,1
2,euk_asv_richness_z,0.2611841299252413,RF Individual,2
2,euk_asv_richness_z,0.2366140776238988,XGBoost Multisalida,3
2,euk_asv_richness_z,0.2190864378176256,MLP Estandar,4
2,euk_asv_richness_z,0.177936291139075,RandomForest Multisalida,5
2,euk_asv_richness_z,0.1648462762263723,MLP Perdida Custom,6
2,euk_asv_richness_z,0.1322405677890876,XGBoost Individual,7
2,euk_asv_richness_z,0.0399642628615142,Regresión Individual,8
2,euk_shannon_z,0.2246687086133326,MLP Estandar,1
2,euk_shannon_z,0.1598642136609375,RF Individual,2
2,euk_shannon_z,0.1556090062845,Random Forest con RegressorChain,3
2,euk_shannon_z,0.1339761460472238,RandomForest Multisalida,4
2,euk_shannon_z,0.0963529077492579,XGBoost Multisalida,5
2,euk_shannon_z,0.0949418459594774,MLP Perdida Custom,6
2,euk_shannon_z,0.0407474755720241,Regresión Individual,7
2,euk_shannon_z,0.0163413551712425,XGBoost Individual,8
2,fun_asv_richness_z,0.0281208807456992,MLP Estandar,1
2,fun_asv_richness_z,0.0086708771782151,Regresión Individual,2
2,fun_asv_richness_z,-0.0023918222013703,RandomForest Multisalida,3
