random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios
97,0.5287065627157996,0.6002823749795653,XGBoost Multisalida,0.5644944688476825
98,0.539442061011796,0.585617602373006,XGBoost Multisalida,0.562529831692401
99,0.5403429363145686,0.561749806218669,XGBoost Multisalida,0.5510463712666188
100,0.5315474949492036,0.578151461819746,XGBoost Multisalida,0.5548494783844748
0,0.4978523617105647,0.5489637291632707,RF Individual,0.5234080454369177
1,0.5126115486927213,0.5568169765571839,RF Individual,0.5347142626249526
2,0.4793039218014272,0.5456969707715168,RF Individual,0.512500446286472
3,0.4973734294443188,0.5395033803489726,RF Individual,0.5184384048966457
4,0.4994347512187967,0.5474729634713508,RF Individual,0.5234538573450738
5,0.5022252237442222,0.5469334522879619,RF Individual,0.524579338016092
6,0.4974838997908847,0.5540041678751011,RF Individual,0.5257440338329928
7,0.5009424214595853,0.5569676867616817,RF Individual,0.5289550541106336
8,0.5081028416062181,0.5552472613256045,RF Individual,0.5316750514659113
9,0.4989582790326035,0.545219406564563,RF Individual,0.5220888427985833
10,0.4928127073317797,0.5484236592550599,RF Individual,0.5206181832934198
11,0.4957546875594867,0.5220957984882535,RF Individual,0.5089252430238701
12,0.5273555833297494,0.5448956411524523,RF Individual,0.5361256122411009
13,0.4922771508076317,0.5489507517215746,RF Individual,0.5206139512646031
14,0.5084617233000397,0.5448631891849225,RF Individual,0.5266624562424811
15,0.5205213205277321,0.5466463734125275,RF Individual,0.5335838469701298
16,0.5167298830653427,0.5303514084220236,RF Individual,0.5235406457436831
17,0.5082237129833396,0.5648243335923022,RF Individual,0.5365240232878209
18,0.5053474767692064,0.5570147210044195,RF Individual,0.531181098886813
19,0.5046809206747687,0.5502663214609687,RF Individual,0.5274736210678687
20,0.5086343440608163,0.5341187885701071,RF Individual,0.5213765663154617
21,0.4985324857781102,0.5474835896261857,RF Individual,0.523008037702148
22,0.4987455154086329,0.5597151347942221,RF Individual,0.5292303251014274
23,0.501145966029564,0.5600966224911781,RF Individual,0.530621294260371
24,0.5036824893786571,0.5314939272738591,RF Individual,0.5175882083262582
25,0.5185117317813693,0.5475227745619817,RF Individual,0.5330172531716755
26,0.4813030584351357,0.5418092043027795,RF Individual,0.5115561313689576
27,0.5095018672623244,0.5459995453833353,RF Individual,0.5277507063228298
28,0.5034198128715965,0.5529838679824242,RF Individual,0.5282018404270103
29,0.4997666438695503,0.5476843649481915,RF Individual,0.5237255044088709
30,0.4989194725075941,0.5308594749925978,RF Individual,0.514889473750096
31,0.5115472828923533,0.5259380619211809,RF Individual,0.5187426724067671
32,0.4837915575803428,0.5335567480507529,RF Individual,0.5086741528155478
33,0.4989398633533473,0.5295743996573061,RF Individual,0.5142571315053267
34,0.5244745954402421,0.5622601534940876,RF Individual,0.5433673744671649
35,0.5129166814135182,0.550589233895727,RF Individual,0.5317529576546226
36,0.500012265317246,0.5445458151787943,RF Individual,0.5222790402480202
