random_state,target,r2,Modelo
73,macro_shannon_z,0.3276728756105698,XGBoost Individual
74,macro_shannon_z,0.3276728756105698,XGBoost Individual
75,macro_shannon_z,0.3276728756105698,XGBoost Individual
76,macro_shannon_z,0.3276728756105698,XGBoost Individual
77,macro_shannon_z,0.3276728756105698,XGBoost Individual
78,macro_shannon_z,0.3276728756105698,XGBoost Individual
79,macro_shannon_z,0.3276728756105698,XGBoost Individual
80,macro_shannon_z,0.3276728756105698,XGBoost Individual
81,macro_shannon_z,0.3276728756105698,XGBoost Individual
82,macro_shannon_z,0.3276728756105698,XGBoost Individual
83,macro_shannon_z,0.3276728756105698,XGBoost Individual
84,macro_shannon_z,0.3276728756105698,XGBoost Individual
85,macro_shannon_z,0.3276728756105698,XGBoost Individual
86,macro_shannon_z,0.3276728756105698,XGBoost Individual
87,macro_shannon_z,0.3276728756105698,XGBoost Individual
88,macro_shannon_z,0.3276728756105698,XGBoost Individual
89,macro_shannon_z,0.3276728756105698,XGBoost Individual
90,macro_shannon_z,0.3276728756105698,XGBoost Individual
91,macro_shannon_z,0.3276728756105698,XGBoost Individual
92,macro_shannon_z,0.3276728756105698,XGBoost Individual
93,macro_shannon_z,0.3276728756105698,XGBoost Individual
94,macro_shannon_z,0.3276728756105698,XGBoost Individual
95,macro_shannon_z,0.3276728756105698,XGBoost Individual
96,macro_shannon_z,0.3276728756105698,XGBoost Individual
97,macro_shannon_z,0.3276728756105698,XGBoost Individual
98,macro_shannon_z,0.3276728756105698,XGBoost Individual
99,macro_shannon_z,0.3276728756105698,XGBoost Individual
100,macro_shannon_z,0.3276728756105698,XGBoost Individual
0,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
1,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
2,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
3,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
4,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
5,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
6,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
7,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
8,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
9,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
10,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
11,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
12,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
13,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
14,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
15,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
16,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
17,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
18,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
19,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
20,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
21,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
22,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
23,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
24,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
25,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
26,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
27,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
28,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
29,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
30,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
31,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
32,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
33,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
34,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
35,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
36,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
37,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
38,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
39,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
40,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
41,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
42,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
43,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
44,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
45,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
46,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
47,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
48,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
49,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
50,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
51,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
52,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
53,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
54,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
55,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
56,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
57,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
58,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
59,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
60,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
61,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
62,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
63,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
64,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
65,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
66,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
67,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
68,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
69,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
70,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
71,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
72,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
73,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
74,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
75,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
76,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
77,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
78,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
79,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
80,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
81,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
82,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
83,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
84,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
85,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
86,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
87,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
88,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
89,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
90,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
91,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
92,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
93,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
94,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
95,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
96,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
97,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
98,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
99,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
100,earthworm_shannon_z,0.3898016099461643,XGBoost Individual
0,orib_shannon_z,0.1569763504755617,XGBoost Individual
1,orib_shannon_z,0.1569763504755617,XGBoost Individual
2,orib_shannon_z,0.1569763504755617,XGBoost Individual
3,orib_shannon_z,0.1569763504755617,XGBoost Individual
4,orib_shannon_z,0.1569763504755617,XGBoost Individual
5,orib_shannon_z,0.1569763504755617,XGBoost Individual
6,orib_shannon_z,0.1569763504755617,XGBoost Individual
7,orib_shannon_z,0.1569763504755617,XGBoost Individual
8,orib_shannon_z,0.1569763504755617,XGBoost Individual
9,orib_shannon_z,0.1569763504755617,XGBoost Individual
10,orib_shannon_z,0.1569763504755617,XGBoost Individual
11,orib_shannon_z,0.1569763504755617,XGBoost Individual
12,orib_shannon_z,0.1569763504755617,XGBoost Individual
13,orib_shannon_z,0.1569763504755617,XGBoost Individual
14,orib_shannon_z,0.1569763504755617,XGBoost Individual
15,orib_shannon_z,0.1569763504755617,XGBoost Individual
16,orib_shannon_z,0.1569763504755617,XGBoost Individual
