random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios,posicion
520,0.4902108797290752,0.5343429892622235,Random Forest con RegressorChain,0.5122769344956493,3
520,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
520,0.4168120035949092,0.4500647885776759,RandomForest Multisalida,0.43343839608629253,5
520,0.4004589607487725,0.4655715642664019,MLP Estandar,0.4330152625075872,6
520,0.3117349281948454,0.4501784118609455,MLP Perdida Custom,0.38095667002789546,7
520,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
530,0.5221742702018486,0.5833470959985056,XGBoost Multisalida,0.5527606831001771,1
530,0.5087373036593353,0.5684052913504938,RF Individual,0.5385712975049146,2
530,0.4862128949537458,0.5127671612476512,Random Forest con RegressorChain,0.49949002810069854,3
530,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
530,0.4104314440511333,0.4494445683669086,RandomForest Multisalida,0.42993800620902095,5
530,0.4276947599559302,0.4306202661785485,MLP Perdida Custom,0.42915751306723937,6
530,0.3580395246491605,0.4286880146719868,MLP Estandar,0.3933637696605736,7
530,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
540,0.5333532360616425,0.5738196836385752,XGBoost Multisalida,0.5535864598501088,1
540,0.5059561670923269,0.5364928175314542,RF Individual,0.5212244923118905,2
540,0.448047625498819,0.5244710238709757,Random Forest con RegressorChain,0.4862593246848973,3
540,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
540,0.4175324939471949,0.4509707116056798,RandomForest Multisalida,0.4342516027764374,5
540,0.3607609150693142,0.4547165766435771,MLP Estandar,0.40773874585644565,6
540,0.2647499179461747,0.3408017056988965,MLP Perdida Custom,0.3027758118225356,7
540,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
550,0.5372451478175138,0.5821485862152971,XGBoost Multisalida,0.5596968670164054,1
550,0.5176545450693472,0.5629321226200665,RF Individual,0.5402933338447069,2
550,0.4622197806178096,0.5671599598501296,MLP Estandar,0.5146898702339696,3
550,0.4727133011301114,0.5299830454503057,Random Forest con RegressorChain,0.5013481732902085,4
550,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
550,0.4051733916686378,0.4450270731834741,RandomForest Multisalida,0.425100232426056,6
550,0.2784878199146355,0.3870328427869705,MLP Perdida Custom,0.33276033135080296,7
550,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
560,0.5243665140416722,0.5802459898574941,XGBoost Multisalida,0.5523062519495832,1
560,0.5061664756167057,0.5393820096245628,RF Individual,0.5227742426206343,2
560,0.4494359915366449,0.5231242200391915,Random Forest con RegressorChain,0.48628010578791814,3
560,0.3886465448227844,0.5011454378996492,MLP Estandar,0.44489599136121677,4
560,0.4253806381710887,0.4549296250099827,RandomForest Multisalida,0.44015513159053565,5
560,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
560,0.2511602734601954,0.4109430876201158,MLP Perdida Custom,0.3310516805401556,7
560,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
570,0.5244239533184782,0.587924279866531,XGBoost Multisalida,0.5561741165925046,1
570,0.5065852294460071,0.5338872176096696,RF Individual,0.5202362235278384,2
570,0.4808767285264865,0.5300805456368842,Random Forest con RegressorChain,0.5054786370816854,3
570,0.4103872617000031,0.5306647424692763,MLP Estandar,0.4705260020846397,4
570,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
570,0.4132566847523217,0.4501103561175384,RandomForest Multisalida,0.4316835204349301,6
570,0.3764554632403437,0.4740071481818915,MLP Perdida Custom,0.42523130571111756,7
570,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
580,0.522410271648239,0.5765538775001531,XGBoost Multisalida,0.5494820745741961,1
580,0.5172487808870896,0.5453653145037671,RF Individual,0.5313070476954284,2
580,0.4889833867232385,0.5403082720305343,Random Forest con RegressorChain,0.5146458293768864,3
580,0.3985985018841964,0.4815351923133356,MLP Estandar,0.440066847098766,4
580,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
580,0.4137377554013033,0.4488204670592527,RandomForest Multisalida,0.431279111230278,6
580,0.3816258474202829,0.4673927804654354,MLP Perdida Custom,0.4245093139428592,7
580,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
590,0.5142328105696377,0.5930621286590425,XGBoost Multisalida,0.5536474696143401,1
590,0.5161049117540761,0.5570050604366725,RF Individual,0.5365549860953743,2
590,0.4482248116676559,0.5214444817463311,Random Forest con RegressorChain,0.4848346467069935,3
590,0.3867981122419923,0.5166303051541665,MLP Perdida Custom,0.45171420869807943,4
590,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
590,0.4069018580824364,0.4512867101113983,RandomForest Multisalida,0.42909428409691736,6
590,0.3704254485207763,0.4661494779389586,MLP Estandar,0.41828746322986743,7
590,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
600,0.5309342507572006,0.5806693158932933,XGBoost Multisalida,0.5558017833252469,1
600,0.498108803275232,0.5298740761594833,RF Individual,0.5139914397173577,2
600,0.4847412251615247,0.5347855064662344,Random Forest con RegressorChain,0.5097633658138795,3
600,0.3932576415748641,0.5002669972373575,MLP Estandar,0.4467623194061108,4
600,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
600,0.4143722611576899,0.4557635876659578,RandomForest Multisalida,0.43506792441182385,6
600,0.3624336556770737,0.4639956135550961,MLP Perdida Custom,0.4132146346160849,7
600,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
610,0.5329187596091381,0.5576258170025121,XGBoost Multisalida,0.5452722883058252,1
610,0.5005557053444538,0.5527919042111118,RF Individual,0.5266738047777828,2
610,0.4644511259168795,0.5278030250777893,Random Forest con RegressorChain,0.49612707549733437,3
610,0.4270209368786601,0.4871167005853388,MLP Estandar,0.45706881873199945,4
610,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
610,0.4174577482588124,0.4496396637828607,RandomForest Multisalida,0.4335487060208365,6
610,0.3502113383984933,0.4348315101050842,MLP Perdida Custom,0.3925214242517887,7
610,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
620,0.5407253863475469,0.5827497975426925,XGBoost Multisalida,0.5617375919451197,1
620,0.4923512617569743,0.5534832494917712,RF Individual,0.5229172556243727,2
620,0.4528176776129954,0.5267134995215342,Random Forest con RegressorChain,0.4897655885672648,3
620,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
620,0.4182228584927805,0.4562749443215396,RandomForest Multisalida,0.43724890140716005,5
620,0.3867943699885253,0.4661162030411923,MLP Estandar,0.42645528651485876,6
620,0.3029124009650382,0.4216260913936234,MLP Perdida Custom,0.36226924617933076,7
620,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
630,0.5097838492425864,0.582676035322756,XGBoost Multisalida,0.5462299422826712,1
630,0.5144941213082419,0.5407551372240315,RF Individual,0.5276246292661366,2
630,0.4834879894492007,0.5437334915150098,Random Forest con RegressorChain,0.5136107404821053,3
630,0.4019125968991851,0.4915250411892027,MLP Estandar,0.4467188190441939,4
630,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
630,0.4084085932929397,0.4492389662958292,RandomForest Multisalida,0.42882377979438446,6
630,0.356353256990099,0.434222699954799,MLP Perdida Custom,0.395287978472449,7
630,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
640,0.5331026336835328,0.6091359801950031,XGBoost Multisalida,0.5711193069392679,1
640,0.5047353173843919,0.5432651900617138,RF Individual,0.5240002537230528,2
640,0.4662894510455408,0.538994814564963,Random Forest con RegressorChain,0.5026421328052519,3
640,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
640,0.4128359762940397,0.4487189425868166,RandomForest Multisalida,0.4307774594404281,5
640,0.3857952362169283,0.4571983526670602,MLP Estandar,0.4214967944419943,6
640,0.3668861611476728,0.4660285654824707,MLP Perdida Custom,0.41645736331507177,7
640,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
650,0.535745759542526,0.5879429876497863,XGBoost Multisalida,0.5618443735961561,1
650,0.5044231207212525,0.5484649680972484,RF Individual,0.5264440444092504,2
650,0.4622124831596179,0.5240933126794154,Random Forest con RegressorChain,0.49315289791951666,3
650,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
650,0.4219012177475825,0.4542047986204232,RandomForest Multisalida,0.43805300818400283,5
650,0.3796762247666753,0.436549371540233,MLP Estandar,0.40811279815345414,6
650,0.3483958110013451,0.4088832961601142,MLP Perdida Custom,0.37863955358072965,7
650,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
660,0.5367158239319446,0.6023515691834956,XGBoost Multisalida,0.5695336965577201,1
660,0.4928284307599263,0.5363552959253977,RF Individual,0.5145918633426619,2
660,0.4739730257101487,0.5330006209183595,Random Forest con RegressorChain,0.5034868233142541,3
660,0.4119897798763009,0.5122382584911074,MLP Estandar,0.46211401918370415,4
660,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
660,0.4236299394256263,0.4529579432072519,RandomForest Multisalida,0.4382939413164391,6
660,0.2239033631352116,0.3041456158340798,MLP Perdida Custom,0.2640244894846457,7
660,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
670,0.5285365219761822,0.583193348803329,XGBoost Multisalida,0.5558649353897556,1
670,0.5014224167425319,0.5545087445859231,RF Individual,0.5279655806642275,2
670,0.4804859460748643,0.5147822150003083,Random Forest con RegressorChain,0.4976340805375863,3
670,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
670,0.416372724843861,0.4470966628850642,RandomForest Multisalida,0.4317346938644626,5
670,0.3658449765886896,0.4468357966611556,MLP Estandar,0.40634038662492256,6
670,0.3001282709160117,0.4072922774676454,MLP Perdida Custom,0.35371027419182854,7
670,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
680,0.5206785577330588,0.583302838627237,XGBoost Multisalida,0.5519906981801479,1
680,0.5056388036350195,0.5332198347146719,RF Individual,0.5194293191748457,2
680,0.484260218504479,0.5169635988245476,Random Forest con RegressorChain,0.5006119086645133,3
680,0.3960107511452315,0.4921022746499486,MLP Estandar,0.44405651289759007,4
680,0.4233793573349034,0.4572390996008353,RandomForest Multisalida,0.44030922846786935,5
680,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
680,0.3738249601293963,0.4336128816704556,MLP Perdida Custom,0.40371892089992595,7
680,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
690,0.5456960917348839,0.5796259394595702,XGBoost Multisalida,0.562661015597227,1
690,0.5153103955027056,0.559002631424214,RF Individual,0.5371565134634598,2
690,0.4936567523207247,0.5494378499689058,Random Forest con RegressorChain,0.5215473011448153,3
690,0.4210407707637161,0.4601936155121158,RandomForest Multisalida,0.4406171931379159,4
690,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
690,0.3463152796222897,0.4486955558809948,MLP Perdida Custom,0.3975054177516423,6
690,0.2867699906813764,0.3977177455141898,MLP Estandar,0.34224386809778307,7
690,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
700,0.5493005630397853,0.5811882621185227,XGBoost Multisalida,0.565244412579154,1
700,0.5086902153486205,0.549001500078673,RF Individual,0.5288458577136468,2
700,0.5149668016543767,0.5336080446955132,Random Forest con RegressorChain,0.5242874231749449,3
700,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
700,0.4124980541308057,0.442823328418101,RandomForest Multisalida,0.4276606912744534,5
700,0.336362948458846,0.430375966677932,MLP Estandar,0.383369457568389,6
700,0.3004525750087844,0.3661317130678855,MLP Perdida Custom,0.33329214403833496,7
700,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
710,0.5225294837538281,0.5858759798411549,XGBoost Multisalida,0.5542027317974916,1
710,0.512453599766171,0.5602603188189097,RF Individual,0.5363569592925403,2
710,0.5023879159650382,0.5206830290818574,Random Forest con RegressorChain,0.5115354725234478,3
710,0.448955219541892,0.5029896558179383,MLP Perdida Custom,0.47597243767991515,4
710,0.4154040778491178,0.5035521685048476,MLP Estandar,0.4594781231769827,5
710,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
710,0.4171916675067371,0.4490469055816197,RandomForest Multisalida,0.4331192865441784,7
710,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
720,0.5218148035240812,0.5590160737568131,XGBoost Multisalida,0.5404154386404472,1
720,0.4983553439580509,0.5615725851721844,RF Individual,0.5299639645651177,2
720,0.4750712128462838,0.5296811077329509,Random Forest con RegressorChain,0.5023761602896173,3
720,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
720,0.4106843831842159,0.4514716538177622,RandomForest Multisalida,0.43107801850098904,5
720,0.3404242090254533,0.4417390385084816,MLP Estandar,0.3910816237669674,6
720,0.2427753355270335,0.3161722942435683,MLP Perdida Custom,0.2794738148853009,7
720,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
730,0.5346890671627844,0.5932404733395229,XGBoost Multisalida,0.5639647702511537,1
730,0.4858929242755748,0.5442953569383358,RF Individual,0.5150941406069552,2
730,0.4555096014510497,0.5368392008311138,Random Forest con RegressorChain,0.49617440114108174,3
730,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
730,0.4211044094177383,0.451661271325426,RandomForest Multisalida,0.43638284037158215,5
730,0.365947837965733,0.4331271610732577,MLP Estandar,0.39953749951949535,6
730,0.2760910230685148,0.429525353693388,MLP Perdida Custom,0.3528081883809514,7
730,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
740,0.5445645223730942,0.5852919990659007,XGBoost Multisalida,0.5649282607194974,1
740,0.490668548351322,0.540370658195604,RF Individual,0.515519603273463,2
740,0.4684064830039964,0.5270536355477511,Random Forest con RegressorChain,0.49773005927587377,3
740,0.4160962131141014,0.501731947800121,MLP Estandar,0.4589140804571112,4
740,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
740,0.4168068671959499,0.4524370893009013,RandomForest Multisalida,0.43462197824842563,6
740,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,7
740,0.1963102473975382,0.3045999475672457,MLP Perdida Custom,0.2504550974823919,8
750,0.5308544252342879,0.5828379382441591,XGBoost Multisalida,0.5568461817392235,1
750,0.5043552369998703,0.5537636652888935,RF Individual,0.5290594511443819,2
750,0.4828491027673185,0.5394876503270492,Random Forest con RegressorChain,0.5111683765471838,3
750,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
750,0.3815880626452468,0.4921335949685452,MLP Perdida Custom,0.43686082880689603,5
750,0.3714120225361805,0.4587160095372746,MLP Estandar,0.41506401603672755,6
750,0.3922995402042086,0.4244573058312819,RandomForest Multisalida,0.40837842301774524,7
750,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
760,0.5492632372638038,0.5924626325808243,XGBoost Multisalida,0.570862934922314,1
760,0.504144973305168,0.5473563933345436,RF Individual,0.5257506833198557,2
760,0.4729905683373514,0.5352891702623559,MLP Perdida Custom,0.5041398692998537,3
760,0.4660387959046265,0.5127438272010969,Random Forest con RegressorChain,0.4893913115528617,4
760,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
760,0.4147591280516884,0.4510015652026987,RandomForest Multisalida,0.43288034662719355,6
760,0.3664180862013498,0.457692301177055,MLP Estandar,0.4120551936892024,7
760,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
770,0.5440032492638607,0.5900229792871909,XGBoost Multisalida,0.5670131142755258,1
770,0.4970684217453721,0.5546431539205354,RF Individual,0.5258557878329537,2
770,0.469918937197563,0.5139474097158061,Random Forest con RegressorChain,0.4919331734566845,3
770,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
770,0.4100016642480605,0.4593652611536477,RandomForest Multisalida,0.4346834627008541,5
770,0.3121269664134992,0.4127238378788687,MLP Estandar,0.3624254021461839,6
770,0.2928978188849103,0.4010951859481757,MLP Perdida Custom,0.346996502416543,7
770,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
780,0.5331816539659671,0.5835415445435979,XGBoost Multisalida,0.5583615992547825,1
780,0.4903186792798155,0.5253658455192365,RF Individual,0.507842262399526,2
780,0.4830879143757669,0.4923608688109517,Random Forest con RegressorChain,0.48772439159335934,3
780,0.4186106861116858,0.5053499373096322,MLP Estandar,0.461980311710659,4
780,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
780,0.4079241170115653,0.437817659533508,RandomForest Multisalida,0.4228708882725366,6
780,0.303783685401983,0.4852774414979913,MLP Perdida Custom,0.39453056344998716,7
780,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
790,0.5171773502399346,0.595139415861027,XGBoost Multisalida,0.5561583830504808,1
790,0.4986033885021866,0.5471546169117518,RF Individual,0.5228790027069692,2
790,0.4928404341670488,0.510860501630952,Random Forest con RegressorChain,0.5018504678990003,3
790,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
790,0.4070904264924192,0.4465854215349684,RandomForest Multisalida,0.4268379240136938,5
790,0.3706636039275118,0.4727116114186788,MLP Estandar,0.4216876076730953,6
790,0.3528600144260668,0.397624886719398,MLP Perdida Custom,0.3752424505727324,7
790,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
800,0.5183528995456481,0.5800213914223298,XGBoost Multisalida,0.549187145483989,1
800,0.4884527549222771,0.5656809871227209,RF Individual,0.5270668710224989,2
800,0.4817555554050088,0.5361032892389959,Random Forest con RegressorChain,0.5089294223220023,3
800,0.4350607978670009,0.505947245723092,MLP Estandar,0.47050402179504647,4
800,0.3973128723596933,0.519820190652611,MLP Perdida Custom,0.4585665315061521,5
800,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
800,0.412427283610522,0.4521643412015732,RandomForest Multisalida,0.43229581240604764,7
800,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
810,0.5546418592034628,0.5854660580297977,XGBoost Multisalida,0.5700539586166302,1
810,0.5100991253313374,0.5515822137093165,RF Individual,0.5308406695203269,2
810,0.4730340826713826,0.5168311606234052,Random Forest con RegressorChain,0.4949326216473939,3
810,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
810,0.4107030486344972,0.4450131960751783,RandomForest Multisalida,0.4278581223548378,5
810,0.3379884723382065,0.4302944235070639,MLP Perdida Custom,0.38414144792263516,6
810,0.3278926998192571,0.4265323970389857,MLP Estandar,0.37721254842912144,7
810,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
820,0.5310911946348653,0.5897531823923118,XGBoost Multisalida,0.5604221885135885,1
820,0.5135183093393942,0.5352834516874164,RF Individual,0.5244008805134053,2
820,0.4484808353382522,0.5112730523313962,Random Forest con RegressorChain,0.4798769438348242,3
820,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
820,0.422744354478754,0.4554681307742569,RandomForest Multisalida,0.43910624262650544,5
820,0.4047004933502794,0.4625709346720222,MLP Perdida Custom,0.4336357140111508,6
820,0.3654021954070066,0.4965149778438149,MLP Estandar,0.43095858662541076,7
820,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
830,0.5279389044599632,0.6023965342455544,XGBoost Multisalida,0.5651677193527588,1
830,0.4826626737908206,0.5450976298995631,RF Individual,0.5138801518451919,2
830,0.4925395939295962,0.5168905373252822,Random Forest con RegressorChain,0.5047150656274392,3
830,0.4318400800594918,0.5188649799441607,MLP Perdida Custom,0.47535253000182626,4
830,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
830,0.3998071631327271,0.4330488838050418,RandomForest Multisalida,0.4164280234688844,6
830,0.2860123731907144,0.4093615091957281,MLP Estandar,0.34768694119322124,7
830,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
840,0.5351653406750125,0.5872981142698271,XGBoost Multisalida,0.5612317274724199,1
840,0.5038965626211429,0.5554431847117677,RF Individual,0.5296698736664553,2
840,0.5001232613685727,0.5525771490737511,Random Forest con RegressorChain,0.5263502052211619,3
840,0.4020630835174277,0.4934778882114577,MLP Estandar,0.4477704858644427,4
840,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
840,0.4044773555480518,0.4406766741133522,RandomForest Multisalida,0.422577014830702,6
840,0.3289793736901151,0.4096180391248165,MLP Perdida Custom,0.36929870640746576,7
840,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
850,0.5506362545160679,0.5860087809255203,XGBoost Multisalida,0.5683225177207941,1
850,0.5178946541536924,0.5556693757774205,RF Individual,0.5367820149655564,2
850,0.455272213111036,0.520437649730865,Random Forest con RegressorChain,0.4878549314209505,3
850,0.395706124609248,0.5244782684417114,MLP Estandar,0.4600921965254797,4
850,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
850,0.4178823297618378,0.4573294379861825,RandomForest Multisalida,0.4376058838740101,6
850,0.2262091863851044,0.3955750246913863,MLP Perdida Custom,0.3108921055382453,7
850,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
860,0.5184641047318004,0.5505234234821172,XGBoost Multisalida,0.5344937641069588,1
860,0.4994208624926305,0.5411971845082411,RF Individual,0.5203090235004357,2
860,0.4840883330647718,0.5172611011648134,Random Forest con RegressorChain,0.5006747171147926,3
860,0.4280521988874087,0.5379936663982685,MLP Estandar,0.4830229326428386,4
860,0.4302785604091709,0.459880816144811,RandomForest Multisalida,0.44507968827699096,5
860,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
860,0.3096244839202947,0.4066097875455101,MLP Perdida Custom,0.3581171357329024,7
860,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
870,0.5251633596339369,0.5922433828548772,XGBoost Multisalida,0.558703371244407,1
870,0.5146029134958916,0.5643810789263066,RF Individual,0.5394919962110991,2
870,0.4422498917678993,0.5164807650871194,Random Forest con RegressorChain,0.47936532842750934,3
870,0.418103062569707,0.5054329942724043,MLP Perdida Custom,0.46176802842105563,4
870,0.4034584201450097,0.5096445996494758,MLP Estandar,0.4565515098972428,5
870,0.4285634350633127,0.465833025735884,RandomForest Multisalida,0.44719823039959833,6
870,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,7
870,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
880,0.5235787767625084,0.579649741146465,XGBoost Multisalida,0.5516142589544867,1
880,0.4980724333841947,0.5684048754087763,RF Individual,0.5332386543964855,2
880,0.467908092977897,0.5300223276046903,Random Forest con RegressorChain,0.4989652102912936,3
880,0.4212528397555655,0.5093773057196578,MLP Estandar,0.46531507273761163,4
880,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
880,0.4093293859999597,0.4470025959683893,RandomForest Multisalida,0.4281659909841745,6
880,0.3056361583193128,0.4390495987647759,MLP Perdida Custom,0.37234287854204434,7
880,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
890,0.5410331968886413,0.6109695842168726,XGBoost Multisalida,0.576001390552757,1
890,0.4910134498487313,0.5571024462617592,RF Individual,0.5240579480552452,2
890,0.4363410960570506,0.5154880095156649,Random Forest con RegressorChain,0.47591455278635775,3
890,0.3941146251581539,0.5421280037760838,MLP Perdida Custom,0.46812131446711885,4
890,0.4049637772227132,0.4768766483107447,MLP Estandar,0.440920212766729,5
890,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,6
890,0.4140333233450756,0.4488353134759429,RandomForest Multisalida,0.4314343184105093,7
890,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
900,0.5462200583798843,0.5940614341135622,XGBoost Multisalida,0.5701407462467232,1
900,0.5087976705738793,0.550964002936578,RF Individual,0.5298808367552286,2
900,0.4897904741362228,0.5332467226844549,Random Forest con RegressorChain,0.5115185984103389,3
900,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
900,0.3967395160310543,0.4725090100871209,MLP Perdida Custom,0.4346242630590876,5
900,0.4059833912134002,0.4428395080665539,RandomForest Multisalida,0.42441144963997707,6
900,0.3748362710126878,0.4665840890966131,MLP Estandar,0.42071018005465044,7
900,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
910,0.5359910992715189,0.5849114195919483,XGBoost Multisalida,0.5604512594317336,1
910,0.4839338677007174,0.5375446087735194,RF Individual,0.5107392382371184,2
910,0.4741279637504794,0.5349661083957875,Random Forest con RegressorChain,0.5045470360731334,3
910,0.4334966208923209,0.5074214571908214,MLP Estandar,0.47045903904157116,4
910,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
910,0.3978828401377374,0.4358599397636126,RandomForest Multisalida,0.41687138995067496,6
910,0.3015180981817046,0.3820696806920678,MLP Perdida Custom,0.3417938894368862,7
910,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
920,0.534709726190506,0.5951649454994683,XGBoost Multisalida,0.5649373358449872,1
920,0.5106592453277425,0.5555406274460906,RF Individual,0.5330999363869166,2
920,0.4817212175773158,0.518457069929871,Random Forest con RegressorChain,0.5000891437535934,3
920,0.3815465772089489,0.5184925185871236,MLP Perdida Custom,0.4500195478980363,4
920,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
920,0.4068457866476948,0.4379885323746019,RandomForest Multisalida,0.42241715951114833,6
920,0.3362127044926357,0.4244707552849152,MLP Estandar,0.38034172988877546,7
920,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
930,0.527166668713617,0.5806782037119944,XGBoost Multisalida,0.5539224362128057,1
930,0.4859270640436527,0.5295551837745069,RF Individual,0.5077411239090799,2
930,0.487938899690766,0.5266070838502868,Random Forest con RegressorChain,0.5072729917705263,3
930,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
930,0.4100304765284183,0.4431543884763708,RandomForest Multisalida,0.42659243250239454,5
930,0.3483853770944081,0.4884355154284323,MLP Perdida Custom,0.4184104462614202,6
930,0.3140298002977202,0.4263551101472723,MLP Estandar,0.3701924552224962,7
930,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
940,0.5402310920068749,0.5847046342294746,XGBoost Multisalida,0.5624678631181748,1
940,0.5095275462065945,0.5386612421840584,RF Individual,0.5240943941953264,2
940,0.4800299453737692,0.5255971098979375,Random Forest con RegressorChain,0.5028135276358534,3
940,0.4331253625535686,0.5000122662840689,MLP Estandar,0.46656881441881876,4
940,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
940,0.4142855592464809,0.4539933391959919,RandomForest Multisalida,0.4341394492212364,6
940,0.3678490575154335,0.4527222717701685,MLP Perdida Custom,0.41028566464280103,7
940,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
950,0.5314966585879313,0.5772384913620505,XGBoost Multisalida,0.5543675749749909,1
950,0.5145725178049967,0.5699891080612773,RF Individual,0.542280812933137,2
