random_state,earthworm_shannon_z_r2,earthworm_richness_z_r2,Modelo,r2_medio_prioritarios,posicion
160,0.3654563736459243,0.4649261709661446,MLP Perdida Custom,0.4151912723060345,7
160,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
170,0.5310178342375393,0.5946882972624579,XGBoost Multisalida,0.5628530657499986,1
170,0.5146542560179216,0.5404107469606547,RF Individual,0.5275325014892882,2
170,0.4865667546606669,0.5162357893182399,Random Forest con RegressorChain,0.5014012719894534,3
170,0.4096135972493101,0.4857133119798972,MLP Estandar,0.44766345461460366,4
170,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,5
170,0.3732023623271062,0.4873420961538528,MLP Perdida Custom,0.4302722292404795,6
170,0.4001832571185421,0.438286488376877,RandomForest Multisalida,0.41923487274770954,7
170,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
180,0.5107521136983822,0.5812533854246945,XGBoost Multisalida,0.5460027495615384,1
180,0.4988336987529419,0.5456229074329817,RF Individual,0.5222283030929618,2
180,0.4685794050080922,0.5242538843146046,Random Forest con RegressorChain,0.4964166446613484,3
180,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
180,0.409856841544613,0.4452357054943502,RandomForest Multisalida,0.4275462735194816,5
180,0.3492032411211007,0.4323199163894867,MLP Perdida Custom,0.3907615787552937,6
180,0.3445587007216469,0.4297609830926904,MLP Estandar,0.3871598419071687,7
180,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
190,0.5364421212037493,0.5939354209720722,XGBoost Multisalida,0.5651887710879108,1
190,0.5076830299059569,0.5356921635437834,RF Individual,0.5216875967248702,2
190,0.474960724578187,0.526471820906308,Random Forest con RegressorChain,0.5007162727422475,3
190,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
190,0.4073558911121062,0.4362781460078839,RandomForest Multisalida,0.42181701855999504,5
190,0.3366190458441568,0.4553691136858933,MLP Perdida Custom,0.39599407976502504,6
190,0.3487903434694652,0.4261224722758022,MLP Estandar,0.3874564078726337,7
190,0.2395443154158835,0.2789313433634833,Regresión Individual,0.2592378293896834,8
200,0.5111764789622415,0.5921637598849122,XGBoost Multisalida,0.5516701194235769,1
200,0.5028134506337645,0.5405390121132863,RF Individual,0.5216762313735254,2
200,0.4795931845152391,0.5307875306734879,Random Forest con RegressorChain,0.5051903575943635,3
200,0.3898016099461643,0.4895472609270274,XGBoost Individual,0.43967443543659585,4
200,0.4209299175368687,0.4493118939964836,RandomForest Multisalida,0.43512090576667617,5
200,0.3691083054277653,0.4782610862291965,MLP Estandar,0.4236846958284809,6
